Omega,Kt_H_1,Kt_H_2,Kt_H_3,Kt_H_4,Kr_H_1,Kr_H_2,Kr_H_3,Kr_H_4,power_1,power_2,power_3,power_4
[0.8 1.  1.3],0.9539308054252015,0.9361639771317828,0.9453937900810344,0.9211488710785432,0.033966813584101196,0.03127882538621968,-0.03341589371140727,-0.08775092218062046,684.8088013743782,944.9491007558046,810.0508967069245,1108.0620515944943
[0.8 1.  1.3],0.8757635836544425,0.8221620194982011,1.0141797945731992,0.9813664520469492,-0.07670294244225899,0.12481564001731464,0.05327790354727372,-0.17484879901815917,1400.437797523321,1901.7602857432826,-193.5799406364823,39.13488454300261
[0.8 1.  1.3],0.9320771055096674,0.7261398644861606,0.9004141464650492,1.0580885692311814,0.254029236740279,-0.19091131029577324,-0.015541074438767387,0.2512474794424666,316.32506106017405,2068.986451594427,896.3752413992864,-866.3267837689193
