Device Number,Kt_1,Kt_2,Kt_3,Kt_4,Kr_1,Kr_2,Kr_3,Kr_4
0.848622921675811,0.8169297622450022,0.8396232810486403,0.8420591648561382,0.027282505597535783,0.042383794640620594,0.025121861363784265,0.09774426683268594
