Device Number,Kt_1,Kt_2,Kt_3,Kt_4,Kr_1,Kr_2,Kr_3,Kr_4
0.9920525518992662,0.9440107880628222,0.9718902705356637,0.9468895650081479,0.001517309339440736,0.0020093784925168,0.0029168444302306723,0.002824081366231375
