Omega,Kt_H_1,Kr_H_1,power_1
0.7,0.8111207754147617,0.2829520828664469,2307.705045164845
0.8,0.7733889383923015,0.22748709933258504,2698.1606253074638
0.9,0.7707245622136073,0.2044217536608628,2494.78910736363
1.0,0.7820227405424823,0.21996551735827952,2096.485361504498
1.1,0.7623678809417559,0.2585265888662087,1972.6114749447474
1.25,0.6391950252758175,0.3426032118086353,2338.075671531127
1.3,0.5852990549054277,0.3542309382683648,2522.700253220255
