Omega,Kt_H_1,Kt_H_2,Kt_H_3,Kr_H_1,Kr_H_2,Kr_H_3
0.7,0.4731505622163649,0.21088963737751182,0.46431940873762506,0.24090711430671696,0.3343076166467671,0.2432759101163895
0.8,0.5815503604702467,0.32613839060052446,0.5757030254365437,0.15358799410339885,0.1921460220440705,0.15460799381860135
0.9,0.564095506049856,0.5577672908946991,0.560148620622088,0.11174346672807989,0.14485767950701134,0.11281013435953402
1.0,0.5614711640364073,0.6168943984776597,0.5556742644669961,0.10699073167292439,0.13598174621468884,0.10752126602217005
1.1,0.5524826682682444,0.658703285814075,0.5551653714216489,0.047769082810120045,0.08031079576973643,0.04651976401780855
1.25,0.6710849875379125,0.6029963832329506,0.6792430677105836,0.031143888603396563,0.062112799766372406,0.029702120837404644
1.3,0.5784218398314502,0.5398506112301137,0.5841393944610941,0.03472813075833692,0.06126052928203429,0.03323261833307911
