Omega,Kt_H_1,Kt_H_2,Kt_H_3,Kt_H_4,Kr_H_1,Kr_H_2,Kr_H_3,Kr_H_4,power_1,power_2,power_3,power_4
[0.57119866],0.9847062783995243,0.9603714287461138,0.9697470299099228,0.9412636798053375,-0.0013770254639342897,-0.004928351224463954,-0.010774291866739068,-0.0098395070200795,327.59480542290925,838.2348070298757,641.9280249042016,1229.6374027924658
