Omega,Kt_H_1,Kt_H_2,Kt_H_3,Kr_H_1,Kr_H_2,Kr_H_3,power_1,power_2,power_3
0.7,0.5151804265036608,0.3032188656077488,0.51139616527329,0.309440953968271,0.40233300856563936,0.31077828839814825,5626.42906308551,6571.904251369806,5653.338895966947
0.8,0.6135871254073458,0.33425646059168096,0.6106190696681913,0.21576026791738667,0.2630676186646521,0.21651396558478075,4446.275518777076,6312.071273181321,4471.766062119773
0.9,0.5980489443123747,0.5568680898739288,0.5962494112688909,0.158252544232659,0.18282744975312903,0.15894140684263647,4228.546950677801,4496.924861208988,4241.7723518287075
1.0,0.5103089796589324,0.6979950447479851,0.5087945087145659,0.0937743454499178,0.1678903291340994,0.08998758068584745,4505.418701938641,2987.716781590518,4519.224055911166
1.1,0.5513449058536973,0.7420740809665987,0.5514823793107946,0.06762241055488927,0.1365921634939138,0.06413907785415951,3875.3192325374685,2413.750965202316,3877.041878479624
1.25,0.6642004330785457,0.6277304069821513,0.6698382479451738,0.04266492175619896,0.0822599205716823,0.039648153717578793,2747.2660278629633,2955.2544285404633,2711.396127981515
1.3,0.6246957704984465,0.579826487220378,0.6315642914616111,0.034856705392295906,0.08328237515115156,0.03185057387047796,2885.9434790776772,3115.120560003331,2845.9739401932798
