Omega,Kt_H_1,Kt_H_2,Kt_H_3,Kr_H_1,Kr_H_2,Kr_H_3
0.7,0.9893508239766692,0.9790608900785348,0.9889658557959131,0.0006022731187627084,5.9881348654311495e-05,0.000612605650987641
0.8,0.9753094852623541,0.9946216578924622,0.9753011710113259,0.007954267568785811,-0.006086898187452783,0.0079500814189577
0.9,0.9514051323885289,1.0248189547155828,0.9510577793606253,0.011317823677461814,-0.004396041639515458,0.011645172594623387
1.0,0.9605420561777207,1.0230894301723075,0.9602160881686983,0.012046375534848996,0.025133855466773936,0.011351901256143382
1.1,0.9691465750816398,0.9522734636781909,0.9700067182927525,0.00472890871167686,0.07703450635263276,0.002605033292771619
1.25,0.8719319908143975,0.7427097375895023,0.8790692737834357,0.071993173643905,0.1541937339424153,0.06821461646194615
1.3,0.7715889695890321,0.6571459910210138,0.7764711794397795,0.08478082937665787,0.15677170356033576,0.08264201096654755
