Omega,Kt_H_1,Kr_H_1,power_1
0.7,0.9797535800112759,0.055467552222935756,325.92615037382745
0.8,0.9640630554627577,0.09473315121508241,474.77671331171933
0.9,0.9165961613158856,0.1533859134004787,933.839992213729
1.0,0.8091284510182223,0.22619088650502772,1813.464367635826
1.1,0.6634565918446296,0.29448008210117504,2651.602574050724
1.25,0.49622440780628957,0.3573305784115506,3087.87047877743
1.3,0.4667438993427093,0.3608410261515178,3091.7812720927977
