Omega,Kt_H_1,Kr_H_1
0.7,0.9699037612163809,0.004195652362865898
0.8,0.9533601483977091,0.0095017497204688
0.9,0.9322995293883725,0.017596142463224496
1.0,0.9051828736273522,0.028452387433653525
1.1,0.8665888217421773,0.045090581181133516
1.25,0.7901840190043374,0.07798712155503185
1.3,0.7558267845961907,0.08455367435643546
