Omega,Kt_H_1,Kt_H_2,Kt_H_3,Kr_H_1,Kr_H_2,Kr_H_3,power_1,power_2,power_3
0.7,0.9632737850957237,0.971282021862113,0.9630602398780715,0.036925081837406094,0.05429357973280081,0.03701054569829593,623.0312836217679,472.6311876538886,626.5986064190961
0.8,0.9454067617164045,0.9724493613930746,0.9454851726979197,0.05015610943847498,0.05095062979547386,0.05029195643260522,799.0805178216236,398.7778106094108,797.832756135031
0.9,0.8999905499267834,0.9656331034373461,0.9000807205125403,0.04877115728848713,0.017287992830695344,0.04912455899919789,1285.3490256385203,460.6981212078496,1284.0001647936256
1.0,0.8315885468991678,0.9090230278992958,0.8310201814829109,0.0703817318125782,0.050426018497601525,0.0704555778813951,1871.1580273260488,1055.0646949595225,1876.9197623034486
1.1,0.8625049956441103,0.8639531936291276,0.8611241326325114,0.1013805015304561,0.04610701101879343,0.10118168793554562,1377.6651804947414,1409.342133582015,1391.2305173780594
1.25,0.8346978553548402,0.887708692434019,0.8359575077121031,0.08229686432931711,0.147943062994897,0.08268443930128033,1462.4008129585834,937.5238131481398,1451.706108252971
1.3,0.8368618707435848,0.8615735543550427,0.8376074554465144,0.09941438557542419,0.1707021749446526,0.09902701219466815,1374.249027917575,1083.884858053007,1368.6928852879505
