Omega,Kt_H_1,Kr_H_1,power_1
0.7,0.9601738277468163,0.042238678841376665,0.0
0.8,0.9358368246798651,0.06990768598984798,0.0
0.9,0.8949675090445093,0.11322891355351761,0.0
1.0,0.826537413549482,0.18711993746744882,0.0
1.1,0.7287449724532256,0.29385506166007436,0.0
1.25,0.5970633736578845,0.49205786733014567,0.0
1.3,0.5773699252348968,0.5275692164498924,0.0
