Omega,Kt_H_1,Kt_H_2,Kt_H_3,Kr_H_1,Kr_H_2,Kr_H_3
0.7,0.79281869,0.6604074,0.7894684,0.0378543,0.01493496,0.03904819
0.8,0.88680977,0.72681114,0.88397352,0.00466244,0.02914673,0.00623625
0.9,0.93410069,0.5862675,0.93082921,0.01687033,0.0146088,0.01763241
1.0,0.90432283,1.03696323,0.91013992,-0.00455846,0.00236462,-0.0050406
1.1,0.74992681,1.08685601,0.75168471,-0.00618123,-0.01590487,-0.0064209
1.25,0.86111896,0.90259243,0.85201792,0.02245563,0.04127727,0.02232626
1.3,0.8702907613371345,0.9525262176338619,0.8723140059606113,0.007340301112067182,0.036656927566828035,0.00636359052527502
