Omega,Kt_H_1,Kt_H_2,Kt_H_3,Kt_H_4,Kr_H_1,Kr_H_2,Kr_H_3,Kr_H_4,power_1,power_2,power_3,power_4
[0.8 1.  1.3],0.9384634179417528,0.9249529646260672,0.9258776564696444,0.9663969985630715,0.09381248788154366,0.0544228435407901,-0.13169986744428844,-0.058363421649702076,851.4471734780494,1090.4578015276672,966.4273730979073,482.964747263775
[0.8 1.  1.3],0.9362642219353574,0.8486410595806414,1.0055711736051276,1.106818561079736,0.008107435979635466,0.17263673804599916,-0.012786882936950303,-0.2220270847711567,760.4285845270813,1541.3115516316132,-69.89334302514423,-1691.361110252143
[0.8 1.  1.3],0.8624260691180848,0.5917292009180692,0.8389989118616914,0.7422961973673076,0.2820836446430008,0.13234255387484647,0.09727657113854567,0.11425635708684817,837.7461004202986,2998.821214648077,1359.2587886691201,2067.4123122469928
